# @generated by tools/gen_codepages.sh — DO NOT EDIT BY HAND.
# Independent MFIC oracle for src/core/codepages.zig + encoding.zig toUtf8 tables.
# Source: GNU/Apple iconv (-f CHARSET -t UTF-32BE), all 256 bytes per charset.
# Columns: CHARSET<TAB>BYTE(hex)<TAB>CODEPOINT(hex, FFFD = undefined/invalid).
# The codepages.zig tables are written from Unicode MAPPINGS (VISCII via perl
# Encode); this file is iconv's independent view. encoding_test asserts they
# agree per byte. iconv vs MAPPINGS agreed on all cells at generation (0 div).
ISO-8859-3	B8	00B8
ISO-8859-3	B9	0131
ISO-8859-3	BA	015F
ISO-8859-3	BB	011F
ISO-8859-3	BC	0135
ISO-8859-3	BD	00BD
ISO-8859-3	BE	FFFD
ISO-8859-3	BF	017C
ISO-8859-3	C0	00C0
ISO-8859-3	C1	00C1
ISO-8859-3	C2	00C2
ISO-8859-3	C3	FFFD
ISO-8859-3	C4	00C4
ISO-8859-3	C5	010A
ISO-8859-3	C6	0108
ISO-8859-3	C7	00C7
ISO-8859-3	C8	00C8
ISO-8859-3	C9	00C9
ISO-8859-3	CA	00CA
ISO-8859-3	CB	00CB
ISO-8859-3	CC	00CC
ISO-8859-3	CD	00CD
ISO-8859-3	CE	00CE
ISO-8859-3	CF	00CF
ISO-8859-3	D0	FFFD
ISO-8859-3	D1	00D1
ISO-8859-3	D2	00D2
ISO-8859-3	D3	00D3
ISO-8859-3	D4	00D4
ISO-8859-3	D5	0120
ISO-8859-3	D6	00D6
ISO-8859-3	D7	00D7
ISO-8859-3	D8	011C
ISO-8859-3	D9	00D9
ISO-8859-3	DA	00DA
ISO-8859-3	DB	00DB
ISO-8859-3	DC	00DC
ISO-8859-3	DD	016C
ISO-8859-3	DE	015C
ISO-8859-3	DF	00DF
ISO-8859-3	E0	00E0
ISO-8859-3	E1	00E1
ISO-8859-3	E2	00E2
ISO-8859-3	E3	FFFD
ISO-8859-3	E4	00E4
ISO-8859-3	E5	010B
ISO-8859-3	E6	0109
ISO-8859-3	E7	00E7
ISO-8859-3	E8	00E8
ISO-8859-3	E9	00E9
ISO-8859-3	EA	00EA
ISO-8859-3	EB	00EB
ISO-8859-3	EC	00EC
ISO-8859-3	ED	00ED
ISO-8859-3	EE	00EE
ISO-8859-3	EF	00EF
ISO-8859-3	F0	FFFD
ISO-8859-3	F1	00F1
ISO-8859-3	F2	00F2
ISO-8859-3	F3	00F3
ISO-8859-3	F4	00F4
ISO-8859-3	F5	0121
ISO-8859-3	F6	00F6
ISO-8859-3	F7	00F7
ISO-8859-3	F8	011D
ISO-8859-3	F9	00F9
ISO-8859-3	FA	00FA
ISO-8859-3	FB	00FB
ISO-8859-3	FC	00FC
ISO-8859-3	FD	016D
ISO-8859-3	FE	015D
ISO-8859-3	FF	02D9
ISO-8859-5	00	0000
ISO-8859-5	01	0001
ISO-8859-5	02	0002
ISO-8859-5	03	0003
ISO-8859-5	04	0004
ISO-8859-5	05	0005
ISO-8859-5	06	0006
ISO-8859-5	07	0007
ISO-8859-5	08	0008
ISO-8859-5	09	0009
ISO-8859-5	0A	000A
ISO-8859-5	0B	000B
ISO-8859-5	0C	000C
ISO-8859-5	0D	000D
ISO-8859-5	0E	000E
ISO-8859-5	0F	000F
ISO-8859-5	10	0010
ISO-8859-5	11	0011
ISO-8859-5	12	0012
ISO-8859-5	13	0013
ISO-8859-5	14	0014
ISO-8859-5	15	0015
ISO-8859-5	16	0016
ISO-8859-5	17	0017
ISO-8859-5	18	0018
ISO-8859-5	19	0019
ISO-8859-5	1A	001A
ISO-8859-5	1B	001B
ISO-8859-5	1C	001C
ISO-8859-5	1D	001D
ISO-8859-5	1E	001E
ISO-8859-5	1F	001F
ISO-8859-5	20	0020
ISO-8859-5	21	0021
ISO-8859-5	22	0022
ISO-8859-5	23	0023
ISO-8859-5	24	0024
ISO-8859-5	25	0025
ISO-8859-5	26	0026
ISO-8859-5	27	0027
ISO-8859-5	28	0028
ISO-8859-5	29	0029
ISO-8859-5	2A	002A
ISO-8859-5	2B	002B
ISO-8859-5	2C	002C
ISO-8859-5	2D	002D
ISO-8859-5	2E	002E
ISO-8859-5	2F	002F
ISO-8859-5	30	0030
ISO-8859-5	31	0031
ISO-8859-5	32	0032
ISO-8859-5	33	0033
ISO-8859-5	34	0034
ISO-8859-5	35	0035
ISO-8859-5	36	0036
ISO-8859-5	37	0037
ISO-8859-5	38	0038
ISO-8859-5	39	0039
ISO-8859-5	3A	003A
ISO-8859-5	3B	003B
ISO-8859-5	3C	003C
ISO-8859-5	3D	003D
ISO-8859-5	3E	003E
ISO-8859-5	3F	003F
ISO-8859-5	40	0040
ISO-8859-5	41	0041
ISO-8859-5	42	0042
ISO-8859-5	43	0043
ISO-8859-5	44	0044
ISO-8859-5	45	0045
ISO-8859-5	46	0046
ISO-8859-5	47	0047
ISO-8859-5	48	0048
ISO-8859-5	49	0049
ISO-8859-5	4A	004A
ISO-8859-5	4B	004B
ISO-8859-5	4C	004C
ISO-8859-5	4D	004D
ISO-8859-5	4E	004E
ISO-8859-5	4F	004F
ISO-8859-5	50	0050
ISO-8859-5	51	0051
ISO-8859-5	52	0052
ISO-8859-5	53	0053
ISO-8859-5	54	0054
ISO-8859-5	55	0055
ISO-8859-5	56	0056
ISO-8859-5	57	0057
ISO-8859-5	58	0058
ISO-8859-5	59	0059
ISO-8859-5	5A	005A
ISO-8859-5	5B	005B
ISO-8859-5	5C	005C
ISO-8859-5	5D	005D
ISO-8859-5	5E	005E
ISO-8859-5	5F	005F
ISO-8859-5	60	0060
ISO-8859-5	61	0061
ISO-8859-5	62	0062
ISO-8859-5	63	0063
ISO-8859-5	64	0064
ISO-8859-5	65	0065
ISO-8859-5	66	0066
ISO-8859-5	67	0067
ISO-8859-5	68	0068
ISO-8859-5	69	0069
ISO-8859-5	6A	006A
ISO-8859-5	6B	006B
ISO-8859-5	6C	006C
ISO-8859-5	6D	006D
ISO-8859-5	6E	006E
ISO-8859-5	6F	006F
ISO-8859-5	70	0070
ISO-8859-5	71	0071
ISO-8859-5	72	0072
ISO-8859-5	73	0073
ISO-8859-5	74	0074
ISO-8859-5	75	0075
ISO-8859-5	76	0076
ISO-8859-5	77	0077
ISO-8859-5	78	0078
ISO-8859-5	79	0079
ISO-8859-5	7A	007A
ISO-8859-5	7B	007B
ISO-8859-5	7C	007C
ISO-8859-5	7D	007D
ISO-8859-5	7E	007E
ISO-8859-5	7F	007F
ISO-8859-5	80	0080
ISO-8859-5	81	0081
ISO-8859-5	82	0082
ISO-8859-5	83	0083
ISO-8859-5	84	0084
ISO-8859-5	85	0085
ISO-8859-5	86	0086
ISO-8859-5	87	0087
ISO-8859-5	88	0088
ISO-8859-5	89	0089
ISO-8859-5	8A	008A
ISO-8859-5	8B	008B
ISO-8859-5	8C	008C
ISO-8859-5	8D	008D
ISO-8859-5	8E	008E
ISO-8859-5	8F	008F
ISO-8859-5	90	0090
ISO-8859-5	91	0091
ISO-8859-5	92	0092
ISO-8859-5	93	0093
ISO-8859-5	94	0094
ISO-8859-5	95	0095
ISO-8859-5	96	0096
ISO-8859-5	97	0097
ISO-8859-5	98	0098
ISO-8859-5	99	0099
ISO-8859-5	9A	009A
ISO-8859-5	9B	009B
ISO-8859-5	9C	009C
ISO-8859-5	9D	009D
ISO-8859-5	9E	009E
ISO-8859-5	9F	009F
ISO-8859-5	A0	00A0
ISO-8859-5	A1	0401
ISO-8859-5	A2	0402
ISO-8859-5	A3	0403
ISO-8859-5	A4	0404
ISO-8859-5	A5	0405
ISO-8859-5	A6	0406
ISO-8859-5	A7	0407
ISO-8859-5	A8	0408
ISO-8859-5	A9	0409
ISO-8859-5	AA	040A
ISO-8859-5	AB	040B
ISO-8859-5	AC	040C
ISO-8859-5	AD	00AD
ISO-8859-5	AE	040E
ISO-8859-5	AF	040F
ISO-8859-5	B0	0410
ISO-8859-5	B1	0411
ISO-8859-5	B2	0412
ISO-8859-5	B3	0413
ISO-8859-5	B4	0414
ISO-8859-5	B5	0415
ISO-8859-5	B6	0416
ISO-8859-5	B7	0417
ISO-8859-5	B8	0418
ISO-8859-5	B9	0419
ISO-8859-5	BA	041A
ISO-8859-5	BB	041B
ISO-8859-5	BC	041C
ISO-8859-5	BD	041D
ISO-8859-5	BE	041E
ISO-8859-5	BF	041F
ISO-8859-5	C0	0420
ISO-8859-5	C1	0421
ISO-8859-5	C2	0422
ISO-8859-5	C3	0423
ISO-8859-5	C4	0424
ISO-8859-5	C5	0425
ISO-8859-5	C6	0426
ISO-8859-5	C7	0427
ISO-8859-5	C8	0428
ISO-8859-5	C9	0429
ISO-8859-5	CA	042A
ISO-8859-5	CB	042B
ISO-8859-5	CC	042C
ISO-8859-5	CD	042D
ISO-8859-5	CE	042E
ISO-8859-5	CF	042F
ISO-8859-5	D0	0430
ISO-8859-5	D1	0431
ISO-8859-5	D2	0432
ISO-8859-5	D3	0433
ISO-8859-5	D4	0434
ISO-8859-5	D5	0435
ISO-8859-5	D6	0436
ISO-8859-5	D7	0437
ISO-8859-5	D8	0438
ISO-8859-5	D9	0439
ISO-8859-5	DA	043A
ISO-8859-5	DB	043B
ISO-8859-5	DC	043C
ISO-8859-5	DD	043D
ISO-8859-5	DE	043E
ISO-8859-5	DF	043F
ISO-8859-5	E0	0440
ISO-8859-5	E1	0441
ISO-8859-5	E2	0442
ISO-8859-5	E3	0443
ISO-8859-5	E4	0444
ISO-8859-5	E5	0445
ISO-8859-5	E6	0446
ISO-8859-5	E7	0447
ISO-8859-5	E8	0448
ISO-8859-5	E9	0449
ISO-8859-5	EA	044A
ISO-8859-5	EB	044B
ISO-8859-5	EC	044C
ISO-8859-5	ED	044D
ISO-8859-5	EE	044E
ISO-8859-5	EF	044F
ISO-8859-5	F0	2116
ISO-8859-5	F1	0451
ISO-8859-5	F2	0452
ISO-8859-5	F3	0453
ISO-8859-5	F4	0454
ISO-8859-5	F5	0455
ISO-8859-5	F6	0456
ISO-8859-5	F7	0457
ISO-8859-5	F8	0458
ISO-8859-5	F9	0459
ISO-8859-5	FA	045A
ISO-8859-5	FB	045B
ISO-8859-5	FC	045C
ISO-8859-5	FD	00A7
ISO-8859-5	FE	045E
ISO-8859-5	FF	045F
ISO-8859-6	00	0000
ISO-8859-6	01	0001
ISO-8859-6	02	0002
ISO-8859-6	03	0003
ISO-8859-6	04	0004
ISO-8859-6	05	0005
ISO-8859-6	06	0006
ISO-8859-6	07	0007
ISO-8859-6	08	0008
ISO-8859-6	09	0009
ISO-8859-6	0A	000A
ISO-8859-6	0B	000B
ISO-8859-6	0C	000C
ISO-8859-6	0D	000D
ISO-8859-6	0E	000E
ISO-8859-6	0F	000F
ISO-8859-6	10	0010
ISO-8859-6	11	0011
ISO-8859-6	12	0012
ISO-8859-6	13	0013
ISO-8859-6	14	0014
ISO-8859-6	15	0015
ISO-8859-6	16	0016
ISO-8859-6	17	0017
ISO-8859-6	18	0018
ISO-8859-6	19	0019
ISO-8859-6	1A	001A
ISO-8859-6	1B	001B
ISO-8859-6	1C	001C
ISO-8859-6	1D	001D
ISO-8859-6	1E	001E
ISO-8859-6	1F	001F
ISO-8859-6	20	0020
ISO-8859-6	21	0021
ISO-8859-6	22	0022
ISO-8859-6	23	0023
ISO-8859-6	24	0024
ISO-8859-6	25	0025
ISO-8859-6	26	0026
ISO-8859-6	27	0027
ISO-8859-6	28	0028
ISO-8859-6	29	0029
ISO-8859-6	2A	002A
ISO-8859-6	2B	002B
ISO-8859-6	2C	002C
ISO-8859-6	2D	002D
ISO-8859-6	2E	002E
ISO-8859-6	2F	002F
ISO-8859-6	30	0030
ISO-8859-6	31	0031
ISO-8859-6	32	0032
ISO-8859-6	33	0033
ISO-8859-6	34	0034
ISO-8859-6	35	0035
ISO-8859-6	36	0036
ISO-8859-6	37	0037
ISO-8859-6	38	0038
ISO-8859-6	39	0039
ISO-8859-6	3A	003A
ISO-8859-6	3B	003B
ISO-8859-6	3C	003C
ISO-8859-6	3D	003D
ISO-8859-6	3E	003E
ISO-8859-6	3F	003F
ISO-8859-6	40	0040
ISO-8859-6	41	0041
ISO-8859-6	42	0042
ISO-8859-6	43	0043
ISO-8859-6	44	0044
ISO-8859-6	45	0045
ISO-8859-6	46	0046
ISO-8859-6	47	0047
ISO-8859-6	48	0048
ISO-8859-6	49	0049
ISO-8859-6	4A	004A
ISO-8859-6	4B	004B
ISO-8859-6	4C	004C
ISO-8859-6	4D	004D
ISO-8859-6	4E	004E
ISO-8859-6	4F	004F
ISO-8859-6	50	0050
ISO-8859-6	51	0051
ISO-8859-6	52	0052
ISO-8859-6	53	0053
ISO-8859-6	54	0054
ISO-8859-6	55	0055
ISO-8859-6	56	0056
ISO-8859-6	57	0057
ISO-8859-6	58	0058
ISO-8859-6	59	0059
ISO-8859-6	5A	005A
ISO-8859-6	5B	005B
ISO-8859-6	5C	005C
ISO-8859-6	5D	005D
ISO-8859-6	5E	005E
ISO-8859-6	5F	005F
ISO-8859-6	60	0060
ISO-8859-6	61	0061
ISO-8859-6	62	0062
ISO-8859-6	63	0063
ISO-8859-6	64	0064
ISO-8859-6	65	0065
ISO-8859-6	66	0066
ISO-8859-6	67	0067
ISO-8859-6	68	0068
ISO-8859-6	69	0069
ISO-8859-6	6A	006A
ISO-8859-6	6B	006B
ISO-8859-6	6C	006C
ISO-8859-6	6D	006D
ISO-8859-6	6E	006E
